Gallery,Medium,Era / Series,Index,Title (raw),Title (English),Title (Chinese),Year,Physical dimensions,Image pixels (WxH),File size (KB),Local file,Live URL
2000s,Oil,2000s,042,042 oil 新年伊始 A New Year's Beginning (2006)-48X36inch.JPG,A New Year's Beginning,新年伊始,2006,48X36inch,700x933,179,assets/042_oil______A_New_Year_s_Beginning__2006_-48X36inch-2f954e0a.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/042_oil______A_New_Year_s_Beginning__2006_-48X36inch-2f954e0a.JPG
2000s,Oil,2000s,044,044 oil 携手 Holding Your Hands (2007)-36X36inch.JPG,Holding Your Hands,携手,2007,36X36inch,1813x1819,873,assets/18_oil____Holding_Your_Hands__2007_-36X36inch-0672fcc2.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/18_oil____Holding_Your_Hands__2007_-36X36inch-0672fcc2.JPG
2000s,Oil,2000s,045,045 oil 三月 March (2007)-36X48inch.JPG,March,三月,2007,36X48inch,1714x2326,867,assets/46_oil____March__2007_-36X48inch-11b51aa2.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/46_oil____March__2007_-36X48inch-11b51aa2.JPG
2000s,Oil,2000s,046,046 oil 窄门 A Narrow Passage (2007)-36X48inch.JPG,A Narrow Passage,窄门,2007,36X48inch,1810x2374,631,assets/37_oil____A_Narrow_Passage__2007_-36X48inch-1d9c3e46.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/37_oil____A_Narrow_Passage__2007_-36X48inch-1d9c3e46.JPG
2000s,Oil,2000s,047,047 oil 花开季节 Blossom in Flowering Season (2007)-30X40inch.JPG,Blossom in Flowering Season,花开季节,2007,30X40inch,1750x2344,947,assets/38_oil______Blossom_in_Flowering_Season__2007_-30X40inch-0cc66fc7.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/38_oil______Blossom_in_Flowering_Season__2007_-30X40inch-0cc66fc7.JPG
2000s,Oil,2000s,048,048 oil 遥远的传说 Ancient Tales (2001)-30X40inch.JPG,Ancient Tales,遥远的传说,2001,30X40inch,1920x2560,1186,assets/048_oil_______Ancient_Tales__2001_-30X40inch-0a76e786.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/048_oil_______Ancient_Tales__2001_-30X40inch-0a76e786.JPG
2000s,Oil,2000s,049,049 oil 诗意家园 Home of the Poems (2007)-48X60inch.JPG,Home of the Poems,诗意家园,2007,48X60inch,1672x2074,969,assets/049_oil______Home_of_the_Poems__2007_-48X60inch-0352e678.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/049_oil______Home_of_the_Poems__2007_-48X60inch-0352e678.JPG
2000s,Oil,2000s,050,050 oil 失去的记忆 Lost Memories (2007)-36X48inch.JPG,Lost Memories,失去的记忆,2007,36X48inch,2509x1879,1058,assets/34_oil_______Lost_Memories__2007_-36X48inch-28390d31.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/34_oil_______Lost_Memories__2007_-36X48inch-28390d31.JPG
2000s,Oil,2000s,051,051 oil 石头寨的故事 Stories of the Stone Village (2005)-36X36inch.JPG,Stories of the Stone Village,石头寨的故事,2005,36X36inch,1848x1828,856,assets/051_oil________Stories_of_the_Stone_Village__2005_-36X36inch-56066d36.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/051_oil________Stories_of_the_Stone_Village__2005_-36X36inch-56066d36.JPG
2000s,Oil,2000s,053,053 oil 古老的家园 An Ancient Kingdom (2007)-48X48inch.JPG,An Ancient Kingdom,古老的家园,2007,48X48inch,1714x1691,571,assets/053_oil_______An_Ancient_Kingdom__2007_-48X48inch-2114f2a4.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/053_oil_______An_Ancient_Kingdom__2007_-48X48inch-2114f2a4.JPG
2000s,Oil,2000s,054,054 oil 回家 Going Home (2006)-30X40inch.JPG,Going Home,回家,2006,30X40inch,2398x1881,1246,assets/054_oil____Going_Home__2006_-30X40inch-06d59b06.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/054_oil____Going_Home__2006_-30X40inch-06d59b06.JPG
2000s,Oil,2000s,056,056 oil 暖冰 Warmth of Ice (2007)-48X36inch.JPG,Warmth of Ice,暖冰,2007,48X36inch,1780x2392,725,assets/056_oil____Warmth_of_Ice__2007_-48X36inch-2f444b98.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/056_oil____Warmth_of_Ice__2007_-48X36inch-2f444b98.JPG
2000s,Oil,2000s,057,057 oil 山城夜 Sleepless Night in the City (2007)-36X36inch.JPG,Sleepless Night in the City,山城夜,2007,36X36inch,1816x1828,619,assets/057_oil_____Sleepless_Night_in_the_City__2007_-36X36inch-059e15b9.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/057_oil_____Sleepless_Night_in_the_City__2007_-36X36inch-059e15b9.JPG
2000s,Oil,2000s,058,058 oil 除夕 New Year's Eve (2007)-36X48inch.JPG,New Year's Eve,除夕,2007,36X48inch,1768x2380,1216,assets/8_oil____New_Year_s_Eve__2007_-36X48inch-00351df3.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/8_oil____New_Year_s_Eve__2007_-36X48inch-00351df3.JPG
2000s,Oil,2000s,059,059 oil 源 Cradleland (2007)-48X48inch.JPG,Cradleland,源,2007,48X48inch,1828x1808,449,assets/059_oil___Cradleland__2007_-48X48inch-28854ec2.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/059_oil___Cradleland__2007_-48X48inch-28854ec2.JPG
2000s,Oil,2000s,061,061 oil 拥挤的两岸 Crowded Riverbanks (2007)-48X48inch.JPG,Crowded Riverbanks,拥挤的两岸,2007,48X48inch,1768x1780,656,assets/14_oil_______Crowded_Riverbanks__2007_-48X48inch-1948d704.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/14_oil_______Crowded_Riverbanks__2007_-48X48inch-1948d704.JPG
2000s,Oil,2000s,063,063 oil 夜梦 Dreamland (2007)-48X48inch.JPG,Dreamland,夜梦,2007,48X48inch,1784x1812,578,assets/063_oil____Dreamland__2007_-48X48inch-2598b5be.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/063_oil____Dreamland__2007_-48X48inch-2598b5be.JPG
2000s,Oil,2000s,078,078 Courtyard Rain 48X48 2008.jpg,Courtyard Rain,,2008,48X48,600x592,53,assets/078_Courtyard_Rain_48X48_2008-0c143a6a.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/078_Courtyard_Rain_48X48_2008-0c143a6a.jpg
2000s,Oil,2000s,,0238.jpg,0238,,,,2180x2912,1043,assets/35_-218d2fd7.JPG,https://antoinetterocks.github.io/yuchunmingart/assets/35_-218d2fd7.JPG
2000s,Oil,2000s,,033-1.jpg,033-1,,,,897x1192,283,assets/28-0cefd39d.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/28-0cefd39d.jpg
2000s,Oil,2000s,,052-1.jpg,052-1,,,,913x909,174,assets/052-1-3c904fc1.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/052-1-3c904fc1.jpg
2000s,Oil,2000s,,052.jpg,052,,,,2500x1867,972,assets/052-0a962e39.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/052-0a962e39.jpg
2000s,Oil,2000s,,053-1.jpg,053-1,,,,931x927,238,assets/053-1-1ad1cd52.jpg,https://antoinetterocks.github.io/yuchunmingart/assets/053-1-1ad1cd52.jpg
